dataset,method,canonical_method,graph_seed,training_seed,export_hash,success,status,failure_type,failure_message,structural_storage_ratio,raw_hgb_text_byte_ratio,support_edge_ratio,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1
DBLP,H6-node30,H6-node30,2,5,5691b2d6498a1b68454147d2be0f23029293ab1a9f7f8c622e288eedec927080,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9482389999999999,0.944818,0.946502,0.942473
DBLP,H6-node30,H6-node30,3,1,699e543ae498fbde4e75df05ae4641d65dc86bfdf48652e554190df260eb3c5a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9492959999999999,0.9452079999999999,0.938272,0.935461
DBLP,H6-node30,H6-node30,3,2,699e543ae498fbde4e75df05ae4641d65dc86bfdf48652e554190df260eb3c5a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.948592,0.945251,0.962963,0.960235
DBLP,H6-node30,H6-node30,3,3,699e543ae498fbde4e75df05ae4641d65dc86bfdf48652e554190df260eb3c5a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.947887,0.944371,0.942387,0.938376
DBLP,H6-node30,H6-node30,3,4,699e543ae498fbde4e75df05ae4641d65dc86bfdf48652e554190df260eb3c5a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.941197,0.936866,0.942387,0.941682
DBLP,H6-node30,H6-node30,3,5,699e543ae498fbde4e75df05ae4641d65dc86bfdf48652e554190df260eb3c5a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9482389999999999,0.944818,0.946502,0.942473
DBLP,H6-node30,H6-node30,4,1,f370d4a97e752472c1e9b52bb1389e6fd974bfcb3536b633b1a79c1048f77eb5,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9492959999999999,0.9452079999999999,0.938272,0.935461
DBLP,H6-node30,H6-node30,4,2,f370d4a97e752472c1e9b52bb1389e6fd974bfcb3536b633b1a79c1048f77eb5,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.948592,0.945251,0.962963,0.960235
DBLP,H6-node30,H6-node30,4,3,f370d4a97e752472c1e9b52bb1389e6fd974bfcb3536b633b1a79c1048f77eb5,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.947887,0.944371,0.942387,0.938376
DBLP,H6-node30,H6-node30,4,4,f370d4a97e752472c1e9b52bb1389e6fd974bfcb3536b633b1a79c1048f77eb5,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.941197,0.936866,0.942387,0.941682
DBLP,H6-node30,H6-node30,4,5,f370d4a97e752472c1e9b52bb1389e6fd974bfcb3536b633b1a79c1048f77eb5,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9482389999999999,0.944818,0.946502,0.942473
