dataset,method,relation_pair_name,forward_relation_name,reverse_relation_name,forward_retention,reverse_retention,forward_edge_count,reverse_edge_count,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,semantic_structural_storage_ratio,hgb_raw_file_byte_ratio,relation_mapping_audit_pass
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.866549,0.862206,0.872428,0.8675440000000001,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.867254,0.862402,0.872428,0.8675149999999999,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.867254,0.862402,0.872428,0.8675149999999999,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.867254,0.862402,0.872428,0.8675149999999999,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.873592,0.8691490000000001,0.835391,0.824777,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.873592,0.8691490000000001,0.835391,0.824777,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.873592,0.8691490000000001,0.835391,0.824777,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.947535,0.943962,0.942387,0.938376,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.947535,0.943962,0.942387,0.938376,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.947535,0.943962,0.942387,0.938376,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.947887,0.944285,0.942387,0.938376,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.947887,0.944285,0.942387,0.938376,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.947887,0.944285,0.942387,0.938376,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.946831,0.942539,0.938272,0.935461,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,AP_PA,AP,PA,1.0,1.0,17474,17474,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PT_TP,PT,TP,1.0,0.0,76748,1,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.4876737901495706,0.5418570259706768,True
